id,difficulty,method,representation_valid,sql_valid,execution_match,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_seconds,prediction_chars,error,prediction,converted_sql
q024,medium,sqlplus,True,True,True,316,441,320,757,9.681979500001034,243,,"FROM customers c\n| JOIN orders o ON c.customer_id = o.customer_id\n| JOIN order_items oi ON o.order_id = oi.order_id\n| WHERE o.status = 'paid'\n| GROUP c.city\n| AGG c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\n| ORDER total_sales DESC","SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nORDER BY total_sales DESC;"
q025,medium,sqlplus,True,True,False,321,424,320,745,9.147547700002178,246,execution result mismatch,"FROM order_items oi\n| JOIN orders o ON oi.order_id = o.order_id\n| WHERE o.status = 'paid'\n| SELECT oi.item_id, oi.order_id, oi.product_id, oi.quantity, oi.unit_price, (oi.quantity * oi.unit_price) AS item_amount\n| ORDER item_amount DESC\n| LIMIT 3","SELECT oi.item_id, oi.order_id, oi.product_id, oi.quantity, oi.unit_price, (oi.quantity * oi.unit_price) AS item_amount\nFROM order_items oi\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nORDER BY item_amount DESC\nLIMIT 3;"
q026,medium,sqlplus,True,True,True,319,309,256,628,7.387247899998329,167,,"FROM orders o\n| JOIN customers c ON o.customer_id = c.customer_id\n| WHERE o.status != 'cancelled'\n| SELECT o.order_id, c.customer_name, o.status\n| ORDER o.order_id ASC","SELECT o.order_id, c.customer_name, o.status\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status != 'cancelled')\nORDER BY o.order_id ASC;"
q027,medium,sqlplus,False,False,False,315,491,384,806,11.47167040000204,195,Unsupported SQL+ step: LEFT,"FROM customers c\n| LEFT JOIN orders o ON c.customer_id = o.customer_id\n| GROUP c.customer_id\n| AGG c.customer_id, c.customer_name, MAX(o.order_date) AS last_order_date\n| ORDER c.customer_name ASC",
q028,medium,sqlplus,True,True,True,319,466,384,785,8.558234000000084,171,,"FROM products p\n| JOIN order_items oi ON p.product_id = oi.product_id\n| GROUP p.category\n| AGG p.category, MAX(oi.unit_price) AS max_unit_price\n| ORDER max_unit_price DESC","SELECT p.category, MAX(oi.unit_price) AS max_unit_price\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nGROUP BY p.category\nORDER BY max_unit_price DESC;"
q029,hard,sqlplus,True,True,True,316,667,512,983,12.977150299997447,301,,"FROM customers c\n| JOIN orders o ON c.customer_id = o.customer_id\n| JOIN order_items oi ON o.order_id = oi.order_id\n| WHERE o.status = 'paid'\n| GROUP c.city\n| AGG c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\n| HAVING total_sales > 10000\n| SELECT c.city, total_sales\n| ORDER total_sales DESC","SELECT city, total_sales\nFROM (\n  SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\n  FROM customers c\n  JOIN orders o ON c.customer_id = o.customer_id\n  JOIN order_items oi ON o.order_id = oi.order_id\n  WHERE (o.status = 'paid')\n  GROUP BY c.city\n  HAVING (SUM(oi.quantity * oi.unit_price)) > 10000\n) AS sqlplus_result\nORDER BY total_sales DESC;"
q030,hard,sqlplus,True,True,True,330,403,256,733,7.3335729999998875,273,,"FROM customers c\n| JOIN orders o ON c.customer_id = o.customer_id\n| JOIN order_items oi ON o.order_id = oi.order_id\n| WHERE o.status = 'paid'\n| GROUP c.level\n| AGG c.level, SUM(oi.quantity * oi.unit_price) AS total_sales\n| HAVING total_sales > 5000\n| ORDER total_sales DESC","SELECT c.level, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.level\nHAVING (SUM(oi.quantity * oi.unit_price)) > 5000\nORDER BY total_sales DESC;"
q001,simple,natsql_style_proxy,True,True,True,317,178,128,495,7.0412463000029675,96,,"SELECT c.customer_name, c.city\nFROM customers c\nWHERE c.level = 'gold'\nORDER c.customer_name ASC","SELECT c.customer_name, c.city\nFROM customers c\nWHERE (c.level = 'gold')\nORDER BY c.customer_name ASC;"
q002,simple,natsql_style_proxy,True,True,False,316,302,256,618,4.2923007999997935,94,execution result mismatch,"SELECT c.customer_name, c.level\nFROM customers c\nWHERE c.city = '北京'\nORDER c.customer_name ASC","SELECT c.customer_name, c.level\nFROM customers c\nWHERE (c.city = '北京')\nORDER BY c.customer_name ASC;"
q003,simple,natsql_style_proxy,True,True,False,321,266,192,587,4.279581800001324,79,execution result mismatch,"SELECT p.product_name, p.category, p.price\nFROM products p\nWHERE p.price > 1000","SELECT p.product_name, p.category, p.price\nFROM products p\nWHERE (p.price > 1000);"
q004,simple,natsql_style_proxy,True,True,False,321,401,320,722,6.720835700001771,124,execution result mismatch,"SELECT o.order_id, o.order_date\nFROM orders o\nWHERE o.status = 'paid' AND o.order_date > '2025-03-31'\nORDER o.order_date ASC","SELECT o.order_id, o.order_date\nFROM orders o\nWHERE (o.status = 'paid' AND o.order_date > '2025-03-31')\nORDER BY o.order_date ASC;"
q005,simple,natsql_style_proxy,True,True,False,324,209,128,533,4.224946099999215,91,execution result mismatch,"SELECT oi.item_id, oi.product_id, oi.quantity\nFROM order_items oi\nWHERE oi.unit_price < 200","SELECT oi.item_id, oi.product_id, oi.quantity\nFROM order_items oi\nWHERE (oi.unit_price < 200);"
q006,simple,natsql_style_proxy,True,True,True,313,215,128,528,4.753684299997985,73,,"SELECT p.product_name, p.price\nFROM products p\nORDER p.price DESC\nLIMIT 2","SELECT p.product_name, p.price\nFROM products p\nORDER BY p.price DESC\nLIMIT 2;"
q007,medium,natsql_style_proxy,True,True,False,329,637,512,966,8.018521800000599,287,execution result mismatch,"SELECT c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id\nWHERE c.city = '上海' AND o.status = 'paid'\nGROUP c.customer_id, c.customer_name\nORDER total_sales DESC","SELECT c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (c.city = '上海' AND o.status = 'paid')\nGROUP BY c.customer_id, c.customer_name\nORDER BY total_sales DESC;"
q008,medium,natsql_style_proxy,True,True,False,321,415,320,736,5.893461500003468,281,execution result mismatch,"SELECT p.product_name, SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id ; orders o ON oi.order_id = o.order_id\nWHERE o.order_date BETWEEN '2025-01-01' AND '2025-12-31'\nGROUP p.product_name\nORDER total_quantity DESC\nLIMIT 3","SELECT p.product_name, SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.order_date BETWEEN '2025-01-01' AND '2025-12-31')\nGROUP BY p.product_name\nORDER BY total_quantity DESC\nLIMIT 3;"
q009,medium,natsql_style_proxy,True,True,True,326,660,576,986,7.55942099999811,205,,"SELECT c.city, COUNT(o.order_id) AS order_count\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id\nWHERE o.status = 'paid'\nGROUP c.city\nHAVING COUNT(o.order_id) > 1\nORDER order_count DESC","SELECT c.city, COUNT(o.order_id) AS order_count\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nHAVING COUNT(o.order_id) > 1\nORDER BY order_count DESC;"
q010,medium,natsql_style_proxy,True,True,True,318,520,384,838,7.319037900000694,280,,SELECT c.customer_name\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id ; products p ON oi.product_id = p.product_id\nWHERE c.level = 'gold' AND p.category = 'computer'\nGROUP c.customer_name\nORDER c.customer_name ASC,SELECT c.customer_name\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nJOIN products p ON oi.product_id = p.product_id\nWHERE (c.level = 'gold' AND p.category = 'computer')\nGROUP BY c.customer_name\nORDER BY c.customer_name ASC;
q011,medium,natsql_style_proxy,True,True,True,324,213,128,537,4.017218299999513,242,,"SELECT p.category, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id ; orders o ON oi.order_id = o.order_id\nWHERE o.status = 'paid'\nGROUP p.category\nORDER total_sales DESC","SELECT p.category, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nGROUP BY p.category\nORDER BY total_sales DESC;"
q012,hard,natsql_style_proxy,True,True,False,321,813,704,1134,8.955079100000148,332,execution result mismatch,"SELECT c.customer_id, c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_spent\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id\nWHERE o.status = 'paid'\nGROUP c.customer_id, c.customer_name\nHAVING SUM(oi.quantity * oi.unit_price) > 10000\nORDER total_spent DESC","SELECT c.customer_id, c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_spent\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.customer_id, c.customer_name\nHAVING SUM(oi.quantity * oi.unit_price) > 10000\nORDER BY total_spent DESC;"
q013,medium,natsql_style_proxy,True,True,False,316,418,320,734,5.948981600002298,201,execution result mismatch,"SELECT c.customer_id, c.customer_name, COUNT(o.order_id) AS paid_orders\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id\nWHERE o.status = 'paid'\nGROUP c.customer_id, c.customer_name","SELECT c.customer_id, c.customer_name, COUNT(o.order_id) AS paid_orders\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nWHERE (o.status = 'paid')\nGROUP BY c.customer_id, c.customer_name;"
q014,medium,natsql_style_proxy,True,True,True,317,247,192,564,3.811493299999711,77,,"SELECT p.category, AVG(p.price) AS avg_price\nFROM products p\nGROUP p.category","SELECT p.category, AVG(p.price) AS avg_price\nFROM products p\nGROUP BY p.category;"
q015,medium,natsql_style_proxy,True,True,False,315,294,256,609,4.725868999998056,85,execution result mismatch,"SELECT c.level, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP c.level","SELECT c.level, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP BY c.level;"
q016,medium,natsql_style_proxy,True,True,True,318,382,256,700,8.949262099999032,248,,"SELECT p.product_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id ; orders o ON oi.order_id = o.order_id\nWHERE o.status = 'paid'\nGROUP p.product_id\nORDER total_sales DESC","SELECT p.product_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nGROUP BY p.product_id\nORDER BY total_sales DESC;"
q017,medium,natsql_style_proxy,True,True,False,317,559,512,876,8.12753850000081,131,execution result mismatch,"SELECT c.customer_name, o.order_id\nFROM orders o\nJOIN_PATH customers c ON o.customer_id = c.customer_id\nWHERE o.status = 'canceled'","SELECT c.customer_name, o.order_id\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status = 'canceled');"
q018,medium,natsql_style_proxy,True,True,False,314,320,256,634,4.711308199999621,109,execution result mismatch,"SELECT c.city, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP c.city\nORDER customer_count DESC","SELECT c.city, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP BY c.city\nORDER BY customer_count DESC;"
q019,medium,natsql_style_proxy,True,True,False,319,336,256,655,5.0959738999990805,175,execution result mismatch,"SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS order_amount\nFROM orders o\nJOIN_PATH order_items oi ON oi.order_id = o.order_id\nWHERE o.status = 'paid'\nGROUP o.order_id","SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS order_amount\nFROM orders o\nJOIN order_items oi ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nGROUP BY o.order_id;"
q020,hard,natsql_style_proxy,True,True,True,319,486,384,805,7.588327099998423,210,,"SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS amount\nFROM orders o\nJOIN_PATH order_items oi ON oi.order_id = o.order_id\nGROUP o.order_id\nHAVING SUM(oi.quantity * oi.unit_price) > 5000\nORDER amount DESC","SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS amount\nFROM orders o\nJOIN order_items oi ON oi.order_id = o.order_id\nGROUP BY o.order_id\nHAVING SUM(oi.quantity * oi.unit_price) > 5000\nORDER BY amount DESC;"
q021,medium,natsql_style_proxy,True,True,False,316,348,256,664,5.3405128000013065,199,execution result mismatch,SELECT SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id ; orders o ON oi.order_id = o.order_id\nWHERE p.category = '家具' AND o.status = 'paid',SELECT SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (p.category = '家具' AND o.status = 'paid');
q022,hard,natsql_style_proxy,True,True,False,318,587,512,905,7.359931799997867,269,execution result mismatch,"SELECT c.customer_name, COUNT(DISTINCT p.category) AS distinct_categories\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id ; products p ON oi.product_id = p.product_id\nGROUP c.customer_id, c.customer_name","SELECT c.customer_name, COUNT(DISTINCT p.category) AS distinct_categories\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nJOIN products p ON oi.product_id = p.product_id\nGROUP BY c.customer_id, c.customer_name;"
q023,hard,natsql_style_proxy,True,True,False,318,474,384,792,5.468732000001182,179,execution result mismatch,"SELECT p.product_name, SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id\nGROUP p.product_name\nHAVING SUM(oi.quantity) > 5","SELECT p.product_name, SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nGROUP BY p.product_name\nHAVING SUM(oi.quantity) > 5;"
q024,medium,natsql_style_proxy,True,True,True,316,485,384,801,6.610545799998363,236,,"SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id\nWHERE o.status = 'paid'\nGROUP c.city\nORDER total_sales DESC","SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nORDER BY total_sales DESC;"
q025,medium,natsql_style_proxy,True,True,False,321,446,320,767,6.065420200000517,241,execution result mismatch,"SELECT oi.item_id, oi.order_id, oi.product_id, oi.quantity, oi.unit_price, (oi.quantity * oi.unit_price) AS line_amount\nFROM order_items oi\nJOIN_PATH orders o ON oi.order_id = o.order_id\nWHERE o.status = 'paid'\nORDER line_amount DESC\nLIMIT 3","SELECT oi.item_id, oi.order_id, oi.product_id, oi.quantity, oi.unit_price, (oi.quantity * oi.unit_price) AS line_amount\nFROM order_items oi\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nORDER BY line_amount DESC\nLIMIT 3;"
q026,medium,natsql_style_proxy,True,True,True,319,444,384,763,6.593748499999492,164,,"SELECT o.order_id, c.customer_name, o.status\nFROM orders o\nJOIN_PATH customers c ON o.customer_id = c.customer_id\nWHERE o.status != 'cancelled'\nORDER o.order_id ASC","SELECT o.order_id, c.customer_name, o.status\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status != 'cancelled')\nORDER BY o.order_id ASC;"
q027,medium,natsql_style_proxy,True,True,False,315,612,512,927,8.6801458000009,208,execution result mismatch,"SELECT c.customer_id, c.customer_name, MAX(o.order_date) AS last_order_date\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id\nGROUP c.customer_id, c.customer_name\nORDER last_order_date DESC","SELECT c.customer_id, c.customer_name, MAX(o.order_date) AS last_order_date\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nGROUP BY c.customer_id, c.customer_name\nORDER BY last_order_date DESC;"
q028,medium,natsql_style_proxy,True,True,True,319,282,192,601,4.039418100001058,145,,"SELECT p.category, MAX(oi.unit_price) AS max_unit_price\nFROM products p\nJOIN_PATH order_items oi ON p.product_id = oi.product_id\nGROUP p.category","SELECT p.category, MAX(oi.unit_price) AS max_unit_price\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nGROUP BY p.category;"
q029,hard,natsql_style_proxy,True,True,True,316,487,384,803,8.293090399998619,263,,"SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id\nWHERE o.status = 'paid'\nGROUP c.city\nHAVING total_sales > 10000\nORDER total_sales DESC","SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nHAVING total_sales > 10000\nORDER BY total_sales DESC;"
q030,hard,natsql_style_proxy,True,True,True,330,613,512,943,7.921283799998491,241,,"SELECT c.level, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN_PATH orders o ON c.customer_id = o.customer_id ; order_items oi ON o.order_id = oi.order_id\nWHERE o.status = 'paid'\nGROUP c.level\nHAVING total_sales > 5000","SELECT c.level, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.level\nHAVING total_sales > 5000;"
q001,simple,semql_style_proxy,True,True,True,341,248,192,589,4.487647500001913,121,,(query (source customers c) (filter (c.level = 'gold')) (project (c.customer_name) (c.city)) (order c.customer_name ASC)),"SELECT c.customer_name, c.city\nFROM customers c\nWHERE (c.level = 'gold')\nORDER BY c.customer_name ASC;"
q002,simple,semql_style_proxy,True,True,False,340,287,192,627,7.468110499998147,91,execution result mismatch,(query (source customers c) (filter (c.city = '北京')) (project (c.customer_name) (c.level))),"SELECT c.customer_name, c.level\nFROM customers c\nWHERE (c.city = '北京');"
q003,simple,semql_style_proxy,True,True,False,345,202,128,547,4.3238289000000805,103,execution result mismatch,(query (source products p) (filter (p.price > 1000)) (project (p.product_name) (p.category) (p.price))),"SELECT p.product_name, p.category, p.price\nFROM products p\nWHERE (p.price > 1000);"
q004,simple,semql_style_proxy,True,True,False,345,593,512,938,9.65166589999717,153,execution result mismatch,(query (source orders o) (filter (AND (o.status = 'paid') (o.order_date > '2025-03-31'))) (project (o.order_id) (o.order_date)) (order o.order_date ASC)),"SELECT o.order_id, o.order_date\nFROM orders o\nWHERE ((o.status = 'paid') AND (o.order_date > '2025-03-31'))\nORDER BY o.order_date ASC;"
q005,simple,semql_style_proxy,True,True,False,348,292,192,640,5.927681199998915,115,execution result mismatch,(query (source order_items oi) (filter (oi.unit_price < 200)) (project (oi.item_id) (oi.product_id) (oi.quantity))),"SELECT oi.item_id, oi.product_id, oi.quantity\nFROM order_items oi\nWHERE (oi.unit_price < 200);"
q006,simple,semql_style_proxy,True,True,True,337,211,128,548,4.5689421000024595,95,,(query (source products p) (project (p.product_name) (p.price)) (order p.price DESC) (limit 2)),"SELECT p.product_name, p.price\nFROM products p\nORDER BY p.price DESC\nLIMIT 2;"
q007,medium,semql_style_proxy,True,True,False,353,906,768,1259,11.401674099997763,300,execution result mismatch,(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id)) (filter (c.city = '上海' AND o.status = 'paid')) (group c.customer_name) (aggregate (c.customer_name) (SUM(oi.quantity * oi.unit_price) AS total_sales)) (order total_sales DESC)),"SELECT c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (c.city = '上海' AND o.status = 'paid')\nGROUP BY c.customer_name\nORDER BY total_sales DESC;"
q008,medium,semql_style_proxy,True,True,False,345,1046,896,1391,11.734111300000222,311,execution result mismatch,(query (source products p) (join (order_items oi ON p.product_id = oi.product_id) (orders o ON oi.order_id = o.order_id)) (filter (o.order_date >= '2025-01-01' AND o.order_date < '2026-01-01')) (group p.product_name) (aggregate (p.product_name) (SUM(oi.quantity) AS total_qty)) (order total_qty DESC) (limit 3)),"SELECT p.product_name, SUM(oi.quantity) AS total_qty\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.order_date >= '2025-01-01' AND o.order_date < '2026-01-01')\nGROUP BY p.product_name\nORDER BY total_qty DESC\nLIMIT 3;"
q009,medium,semql_style_proxy,True,True,False,350,797,704,1147,10.064922900000965,239,execution result mismatch,(query (source orders o) (join (customers c ON o.customer_id = c.customer_id)) (filter (o.status = 'paid')) (group c.city) (aggregate (c.city) (COUNT(o.order_id) AS order_count)) (having (order_count > 1)) (project (c.city) (order_count))),"SELECT c.city, COUNT(o.order_id) AS order_count\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nHAVING order_count > 1;"
q010,medium,semql_style_proxy,True,True,True,342,738,640,1080,10.377939199999673,275,,(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id) (products p ON oi.product_id = p.product_id)) (filter (c.level = 'gold') (p.category = 'computer')) (group c.customer_name) (project (c.customer_name))),SELECT c.customer_name\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nJOIN products p ON oi.product_id = p.product_id\nWHERE (c.level = 'gold') AND (p.category = 'computer')\nGROUP BY c.customer_name;
q011,medium,semql_style_proxy,True,True,True,348,373,256,721,5.855792000002111,270,,(query (source products p) (join (order_items oi ON p.product_id = oi.product_id) (orders o ON oi.order_id = o.order_id)) (filter (o.status = 'paid')) (group p.category) (aggregate (p.category) (SUM(oi.quantity * oi.unit_price) AS total_sales)) (order total_sales DESC)),"SELECT p.category, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nGROUP BY p.category\nORDER BY total_sales DESC;"
q012,hard,semql_style_proxy,True,False,False,345,1148,1024,1493,13.225994000000355,369,"near ""c"": syntax error",(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id)) (filter (o.status = 'paid')) (group c.customer_id c.customer_name) (aggregate (c.customer_name) (SUM(oi.quantity * oi.unit_price) AS total_spent)) (having (total_spent > 10000)) (project (c.customer_name) (total_spent)) (order total_spent DESC)),"SELECT c.customer_name, SUM(oi.quantity * oi.unit_price) AS total_spent\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.customer_id c.customer_name\nHAVING total_spent > 10000\nORDER BY total_spent DESC;"
q013,medium,semql_style_proxy,True,False,False,340,635,512,975,12.337392999997974,225,"near ""."": syntax error",(query (source customers c) (join (orders o ON c.customer_id = o.customer_id)) (filter (o.status = 'paid')) (group c.customer_id c.customer_name) (aggregate (c.customer_id c.customer_name) (COUNT(o.order_id) AS paid_orders))),"SELECT c.customer_id c.customer_name, COUNT(o.order_id) AS paid_orders\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nWHERE (o.status = 'paid')\nGROUP BY c.customer_id c.customer_name;"
q014,medium,semql_style_proxy,True,True,True,341,601,512,942,8.920561499999167,134,,(query (source products p) (group p.category) (aggregate (p.category) (AVG(p.price) AS avg_price)) (project (p.category) (avg_price))),"SELECT p.category, AVG(p.price) AS avg_price\nFROM products p\nGROUP BY p.category;"
q015,medium,semql_style_proxy,True,True,False,339,351,256,690,7.2093334999990475,107,execution result mismatch,(query (source customers c) (group c.level) (aggregate (c.level) (COUNT(c.customer_id) AS customer_count))),"SELECT c.level, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP BY c.level;"
q016,medium,semql_style_proxy,True,False,False,342,770,640,1112,10.719922600001155,306,"near ""p"": syntax error",(query (source products p) (join (order_items oi ON p.product_id = oi.product_id) (orders o ON oi.order_id = o.order_id)) (filter (o.status = 'paid')) (group p.product_id p.product_name) (aggregate (p.product_id) (p.product_name) (SUM(oi.quantity * oi.unit_price) AS total_sales)) (order total_sales DESC)),"SELECT p.product_id, p.product_name, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nGROUP BY p.product_id p.product_name\nORDER BY total_sales DESC;"
q017,medium,semql_style_proxy,True,True,False,341,647,576,988,9.032021899998654,181,execution result mismatch,(query (source orders o) (join (customers c ON o.customer_id = c.customer_id)) (filter (o.status = 'canceled')) (project (c.customer_name) (o.order_id)) (order c.customer_name ASC)),"SELECT c.customer_name, o.order_id\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status = 'canceled')\nORDER BY c.customer_name ASC;"
q018,medium,semql_style_proxy,True,True,True,338,350,256,688,5.863007799998741,105,,(query (source customers c) (group c.city) (aggregate (c.city) (COUNT(c.customer_id) AS customer_count))),"SELECT c.city, COUNT(c.customer_id) AS customer_count\nFROM customers c\nGROUP BY c.city;"
q019,medium,semql_style_proxy,True,True,True,343,848,768,1191,10.58378140000059,265,,(query (source orders o) (join (order_items oi ON o.order_id = oi.order_id)) (filter (o.status = 'paid')) (group o.order_id) (aggregate (o.order_id) (SUM(oi.quantity * oi.unit_price) AS order_amount)) (project (o.order_id) (order_amount)) (order order_amount DESC)),"SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS order_amount\nFROM orders o\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY o.order_id\nORDER BY order_amount DESC;"
